"DeepVulSeeker: A novel vulnerability identification framework via code graph structure and pre-training mechanism,"
"MRC-VulLoc: Software source code vulnerability localization based on multi-choice reading comprehension,"
"CSVD-TF: Cross-project software vulnerability detection with TrAdaBoost by fusing expert metrics and semantic metrics,"
"Smart contracts vulnerability detection model based on adversarial multi-task learning,"
"HAN-BSVD: A hierarchical attention network for binary software vulnerability detection,"
"Combine sliced joint graph with graph neural networks for smart contract vulnerability detection,"
"NodeXP: NOde.js server-side JavaScript injection vulnerability DEtection and eXPloitation,"
"Graph Confident Learning for Software Vulnerability Detection,"
"Enhancing vulnerability detection via AST decomposition and neural sub-tree encoding,"
"DouBiGRU-A: Software defect detection algorithm based on attention mechanism and double BiGRU,"
"VALIDATE: A deep dive into vulnerability prediction datasets,"
"BinVulDet: Detecting vulnerability in binary program via decompiled pseudo code and BiLSTM-attention,"
"Vulnerability impact analysis in software project dependencies based on Satisfiability Modulo Theories (SMT),"
"A vulnerability severity prediction method based on bimodal data and multi-task learning,"
"Fine-grained smart contract vulnerability detection by heterogeneous code feature learning and automated dataset construction,"
"Smart contract vulnerability detection combined with multi-objective detection,"
"Towards interpreting vulnerability of object detection models via adversarial distillation,"
"LCVD: Loop-oriented code vulnerability detection via graph neural network,"
"A multi-type vulnerability detection framework with parallel perspective fusion and hierarchical feature enhancement,"
"A multitype software buffer overflow vulnerability prediction method based on a software graph structure and a self-attentive graph neural network,"
"AI and Blockchain-based source code vulnerability detection and prevention system for multiparty software development,"
"BinAIV: Semantic-enhanced vulnerability detection for Linux x86 binaries,"
"Optimizing smart contract vulnerability detection via multi-modality code and entropy embedding,"
"Vulnerability detection through cross-modal feature enhancement and fusion,"
"An automated framework for selectively tolerating SDC errors based on rigorous instruction-level vulnerability assessment,"
"CrossFuzz: Cross-contract fuzzing for smart contract vulnerability detection,"
"A vulnerability detection algorithm based on residual graph attention networks for source code imbalance (RGAN),"
"A software vulnerability detection method based on deep learning with complex network analysis and subgraph partition,"
"Detecting security vulnerabilities with vulnerability nets,"
"Smart contract vulnerability detection based on semantic graph and residual graph convolutional networks with edge attention,"
"A Novel Deep Multi-head Attentive Vulnerable Line Detector,"
"VDSimilar: Vulnerability detection based on code similarity of vulnerabilities and patches,"
"Vulpedia: Detecting vulnerable ethereum smart contracts via abstracted vulnerability signatures,"
"Defendroid: Real-time Android code vulnerability detection via blockchain federated neural network with XAI,"
"A method for vulnerability detection by IoT network traffic analytics,"
"SedSVD: Statement-level software vulnerability detection based on Relational Graph Convolutional Network with subgraph embedding,"
"Cross-domain vulnerability detection using graph embedding and domain adaptation,"
"Enhancing security in e-business processes: Utilizing dynamic slicing of Colored Petri Nets for logical vulnerability detection,"
